date,open,oil
2011-08-12,81387.0,87.099998
2011-08-15,84517.0,87.410004
2011-08-16,83502.0,81.300003
2011-08-17,83732.0,82.419998
2011-08-18,78644.0,84.449997
2011-08-19,76297.0,85.669998
2011-08-22,7609.0,85.169998
2011-08-23,79046.0,85.089996
2011-08-24,8028.0,85.330002
2011-08-25,79305.0,87.510002
2011-08-26,80931.0,88.790001
2011-08-29,84017.0,88.730003
2011-08-30,83705.0,88.779999
2011-08-31,84265.0,86.459999
2011-09-01,82499.0,86.500000
2011-09-02,79199.0,90.110001
2011-09-05,77669.0,88.769997
2011-09-06,75555.0,86.699997
2011-09-07,77366.0,88.949997
2011-09-08,75944.0,89.879997
2011-09-09,71921.0,88.599998
2011-09-12,70491.0,89.110001
2011-09-13,71041.0,87.750000
2011-09-14,72209.0,85.839996
2011-09-15,72046.0,86.510002
2011-09-16,70814.0,84.809998
2011-09-19,6806.0,80.400002
2011-09-20,66178.0,79.639999
2011-09-21,64375.0,81.480003
2011-09-22,60495.0,83.760002
2011-09-23,61384.0,80.669998
2011-09-26,61585.0,83.070000
2011-09-27,63319.0,78.919998
2011-09-28,61135.0,76.400002
2011-09-29,61009.0,78.250000
2011-09-30,5914.0,79.709999
2011-10-03,55635.0,82.570000
2011-10-04,56297.0,82.750000
2011-10-05,58153.0,85.699997
2011-10-06,61439.0,85.199997
2011-10-07,59384.0,84.930000
2011-10-10,61001.0,84.470001
2011-10-11,60218.0,87.480003
2011-10-12,61541.0,86.199997
2011-10-13,61634.0,88.260002
2011-10-14,62433.0,86.099998
2011-10-17,60313.0,86.500000
2011-10-18,6102.0,87.050003
2011-10-19,59984.0,91.690002
2011-10-20,59867.0,92.589996
2011-10-21,59923.0,90.980003
2011-10-24,62316.0,93.930000
2011-10-25,60812.0,93.529999
2011-10-26,61402.0,92.580002
2011-10-27,65893.0,91.599998
2011-10-28,66263.0,92.989998
2011-10-31,62228.0,94.239998
2011-11-01,59427.0,94.260002
2011-11-02,6024.0,95.870003
2011-11-03,60232.0,96.809998
2011-11-04,60715.0,95.750000
2011-11-07,6097.0,97.510002
2011-11-08,60484.0,99.300003
2011-11-09,58881.0,98.040001
2011-11-10,58038.0,99.320000
2011-11-11,59743.0,101.760002
2011-11-14,58954.0,98.610001
2011-11-15,58071.0,97.540001
2011-11-16,57789.0,97.199997
2011-11-17,57288.0,97.790001
2011-11-18,56764.0,0
2011-11-21,55139.0,97.500000
2011-11-22,55259.0,97.750000
2011-11-23,54244.0,99.480003
2011-11-24,54337.0,100.510002
2011-11-25,53629.0,100.000000
2011-11-28,55382.0,101.230003
2011-11-29,55346.0,100.449997
2011-11-30,58086.0,101.110001
2011-12-01,58301.0,100.839996
2011-12-02,58011.0,98.080002
2011-12-05,58425.0,99.580002
2011-12-06,5749.0,97.849998
2011-12-07,58017.0,100.330002
2011-12-08,56691.0,94.889999
2011-12-09,57106.0,93.419998
2011-12-12,55833.0,93.760002
2011-12-13,55233.0,94.139999
2011-12-14,53715.0,97.529999
2011-12-15,53833.0,99.029999
2011-12-16,54015.0,99.480003
2011-12-19,53229.0,99.919998
2011-12-20,54605.0,101.250000
2011-12-21,54457.0,99.589996
2011-12-22,55142.0,99.779999
2011-12-23,556.0,99.699997
2011-12-26,55424.0,102.989998
2011-12-27,5515.0,103.290001
2011-12-28,54382.0,101.349998
2011-12-29,54833.0,101.919998
2011-12-30,55614.0,101.300003
2012-01-02,56097.0,102.199997
2012-01-03,56901.0,101.000000
2012-01-04,56262.0,99.199997
2012-01-05,55618.0,98.949997
2012-01-06,55365.0,100.910004
2012-01-09,55945.0,101.139999
2012-01-10,57165.0,100.389999
2012-01-11,58951.0,98.339996
2012-01-12,59979.0,99.879997
2012-01-13,58438.0,99.199997
2012-01-16,58351.0,99.959999
2012-01-17,59168.0,99.930000
2012-01-18,60351.0,100.000000
2012-01-19,5979.0,98.879997
2012-01-20,59726.0,98.379997
2012-01-23,59652.0,97.110001
2012-01-24,59088.0,96.610001
2012-01-25,59222.0,97.739998
2012-01-26,60226.0,97.129997
2012-01-27,61381.0,98.769997
2012-01-30,60524.0,99.099998
2012-01-31,6001.0,99.889999
2012-02-01,60774.0,99.330002
2012-02-02,61391.0,100.730003
2012-02-03,62292.0,100.900002
2012-02-06,62575.0,101.900002
2012-02-07,63312.0,102.349998
2012-02-08,64018.0,104.650002
2012-02-09,66618.0,106.010002
2012-02-10,65291.0,105.949997
2012-02-13,64713.0,108.660004
2012-02-14,63654.0,109.669998
2012-02-15,6341.0,107.949997
2012-02-16,63448.0,106.459999
2012-02-17,64715.0,106.820000
2012-02-20,65188.0,108.750000
2012-02-21,65385.0,106.750000
2012-02-22,64811.0,107.110001
2012-02-23,63034.0,104.930000
2012-02-24,62377.0,106.239998
2012-02-27,61843.0,106.910004
2012-02-28,62344.0,107.500000
2012-02-29,61262.0,106.550003
2012-03-01,61178.0,106.690002
2012-03-02,61396.0,105.500000
2012-03-05,60596.0,105.440002
2012-03-06,5903.0,107.180000
2012-03-07,58838.0,107.820000
2012-03-08,59489.0,106.330002
2012-03-09,60077.0,106.809998
2012-03-12,59392.0,105.519997
2012-03-13,60439.0,106.790001
2012-03-14,59966.0,107.089996
2012-03-15,60523.0,106.809998
2012-03-16,60952.0,105.580002
2012-03-19,60439.0,103.290001
2012-03-20,60217.0,103.269997
2012-03-21,59486.0,105.040001
2012-03-22,59179.0,104.089996
2012-03-23,59732.0,101.959999
2012-03-26,59856.0,102.529999
2012-03-27,59889.0,102.330002
2012-03-28,58549.0,100.940002
2012-03-29,58109.0,102.550003
2012-03-30,58137.0,103.660004
2012-04-02,57994.0,102.800003
2012-04-03,57796.0,103.150002
2012-04-04,56538.0,104.220001
2012-04-05,5677.0,102.730003
2012-04-06,56816.0,102.570000
2012-04-09,56146.0,103.820000
2012-04-10,55707.0,103.110001
2012-04-11,56204.0,103.760002
2012-04-12,56432.0,103.959999
2012-04-13,555.0,104.099998
2012-04-16,55504.0,104.930000
2012-04-17,56348.0,104.889999
2012-04-18,55908.0,105.980003
2012-04-19,55411.0,105.389999
2012-04-20,55087.0,102.589996
2012-04-23,53603.0,98.050003
2012-04-24,53785.0,97.959999
2012-04-25,54018.0,97.379997
2012-04-26,53896.0,96.449997
2012-04-27,54233.0,96.529999
2012-04-30,54001.0,95.790001
2012-05-01,54243.0,93.910004
2012-05-02,53881.0,93.160004
2012-05-03,52932.0,92.769997
2012-05-04,52604.0,92.860001
2012-05-07,51956.0,91.269997
2012-05-08,51476.0,92.639999
2012-05-09,50889.0,91.540001
2012-05-10,51206.0,90.529999
2012-05-11,50713.0,90.790001
2012-05-14,49447.0,91.000000
2012-05-15,48124.0,90.860001
2012-05-16,47239.0,87.550003
2012-05-17,46514.0,86.440002
2012-05-18,45058.0,82.959999
2012-05-21,45145.0,84.139999
2012-05-22,45362.0,84.120003
2012-05-23,44771.0,85.500000
2012-05-24,44881.0,83.629997
2012-05-25,44813.0,85.720001
2012-05-28,44993.0,81.180000
2012-05-29,45312.0,83.510002
2012-05-30,44784.0,82.440002
2012-05-31,44492.0,84.330002
2012-06-01,43584.0,85.089996
2012-06-04,43172.0,83.059998
2012-06-05,4362.0,84.040001
2012-06-06,44227.0,81.080002
2012-06-07,44522.0,78.110001
2012-06-08,4449.0,80.199997
2012-06-11,44113.0,79.230003
2012-06-12,44717.0,79.470001
2012-06-13,44489.0,80.480003
2012-06-14,44448.0,78.459999
2012-06-15,4563.0,84.650002
2012-06-18,4559.0,0
2012-06-19,46392.0,87.750000
2012-06-20,46853.0,86.730003
2012-06-21,45873.0,84.199997
2012-06-22,45755.0,85.839996
2012-06-25,44948.0,84.010002
2012-06-26,44613.0,86.199997
2012-06-27,44987.0,85.860001
2012-06-28,44932.0,87.129997
2012-06-29,46252.0,88.260002
2012-07-02,46441.0,89.129997
2012-07-03,46936.0,90.080002
2012-07-04,46953.0,92.220001
2012-07-05,46256.0,91.610001
2012-07-06,45783.0,88.050003
2012-07-09,44927.0,88.199997
2012-07-10,44675.0,89.099998
2012-07-11,44627.0,89.430000
2012-07-12,44254.0,90.139999
2012-07-13,44176.0,89.669998
2012-07-16,44015.0,88.029999
2012-07-17,43639.0,88.870003
2012-07-18,4283.0,87.260002
2012-07-19,42952.0,91.339996
2012-07-20,41967.0,92.050003
2012-07-23,40698.0,93.410004
2012-07-24,39853.0,93.430000
2012-07-25,39263.0,93.459999
2012-07-26,39972.0,93.250000
2012-07-27,40601.0,92.709999
2012-07-30,39904.0,93.250000
2012-07-31,40605.0,94.209999
2012-08-01,40217.0,95.230003
2012-08-02,40268.0,96.360001
2012-08-03,40997.0,95.970001
2012-08-06,4219.0,96.940002
2012-08-07,43186.0,97.300003
2012-08-08,4351.0,96.059998
2012-08-09,43767.0,96.669998
2012-08-10,43351.0,95.660004
2012-08-13,42962.0,96.080002
2012-08-14,43289.0,95.300003
2012-08-15,42995.0,94.750000
2012-08-16,43766.0,96.379997
2012-08-17,44224.0,95.610001
2012-08-20,44495.0,96.000000
2012-08-21,45157.0,94.699997
2012-08-22,44699.0,96.239998
2012-08-23,44834.0,96.290001
2012-08-24,44594.0,96.849998
2012-08-27,44222.0,96.930000
2012-08-28,4442.0,98.040001
2012-08-29,43794.0,99.150002
2012-08-30,42394.0,96.709999
2012-08-31,42743.0,95.489998
2012-09-03,42902.0,91.769997
2012-09-04,42615.0,92.930000
2012-09-05,423.0,93.180000
2012-09-06,42948.0,92.110001
2012-09-07,43761.0,90.820000
2012-09-10,44012.0,90.080002
2012-09-11,43795.0,92.349998
2012-09-12,42886.0,92.150002
2012-09-13,43228.0,92.410004
2012-09-14,44328.0,91.639999
2012-09-17,44261.0,88.010002
2012-09-18,44379.0,91.510002
2012-09-19,44867.0,89.849998
2012-09-20,44076.0,89.620003
2012-09-21,44358.0,92.260002
2012-09-24,44319.0,91.269997
2012-09-25,44228.0,92.410004
2012-09-26,43301.0,91.629997
2012-09-27,44089.0,91.760002
2012-09-28,43607.0,92.080002
2012-10-01,43889.0,92.059998
2012-10-02,43943.0,92.040001
2012-10-03,43321.0,89.519997
2012-10-04,43483.0,89.139999
2012-10-05,43638.0,86.599998
2012-10-08,43516.0,85.650002
2012-10-09,42823.0,86.000000
2012-10-10,42478.0,85.730003
2012-10-11,4299.0,86.099998
2012-10-12,42844.0,86.910004
2012-10-15,43072.0,84.650002
2012-10-16,43759.0,85.669998
2012-10-17,44442.0,88.419998
2012-10-18,44766.0,84.519997
2012-10-19,43509.0,85.000000
2012-10-22,4339.0,86.190002
2012-10-23,41804.0,85.589996
2012-10-24,41562.0,85.370003
2012-10-25,41726.0,86.360001
2012-10-26,41234.0,85.279999
2012-10-29,41428.0,87.300003
2012-10-30,41415.0,89.150002
2012-10-31,41321.0,87.279999
2012-11-01,41383.0,0
2012-11-02,4102.0,88.209999
2012-11-05,40555.0,87.820000
2012-11-06,41245.0,87.330002
2012-11-07,41167.0,86.570000
2012-11-08,40795.0,87.660004
2012-11-09,40415.0,88.849998
2012-11-12,39903.0,88.930000
2012-11-13,39804.0,88.500000
2012-11-14,39434.0,87.870003
2012-11-15,39611.0,86.389999
2012-11-16,39934.0,85.980003
2012-11-19,40741.0,85.699997
2012-11-20,40324.0,85.690002
2012-11-21,40424.0,86.769997
2012-11-22,40579.0,86.129997
2012-11-23,4121.0,86.879997
2012-11-26,41954.0,87.449997
2012-11-27,41558.0,87.940002
2012-11-28,41518.0,89.690002
2012-11-29,42119.0,90.019997
2012-11-30,42162.0,0
2012-12-03,41752.0,88.620003
2012-12-04,42194.0,91.000000
2012-12-05,42391.0,91.150002
2012-12-06,42819.0,90.410004
2012-12-07,4343.0,91.779999
2012-12-10,43377.0,92.910004
2012-12-11,43609.0,92.860001
2012-12-12,44306.0,93.209999
2012-12-13,44338.0,93.320000
2012-12-14,44908.0,93.150002
2012-12-17,46313.0,93.190002
2012-12-18,45736.0,93.870003
2012-12-19,46537.0,93.739998
2012-12-20,47067.0,94.199997
2012-12-21,46947.0,93.400002
2012-12-24,46648.0,94.190002
2012-12-25,46921.0,95.190002
2012-12-26,4675.0,95.250000
2012-12-27,46385.0,96.760002
2012-12-28,45626.0,95.500000
2012-12-31,45703.0,95.949997
2013-01-01,45703.0,96.040001
2013-01-02,46833.0,96.459999
2013-01-03,4754.0,97.320000
2013-01-04,48068.0,97.959999
2013-01-07,47753.0,97.419998
2013-01-08,4725.0,97.720001
2013-01-09,47966.0,96.129997
2013-01-10,48696.0,96.639999
2013-01-11,48773.0,96.860001
2013-01-14,48395.0,95.919998
2013-01-15,48564.0,95.790001
2013-01-16,47986.0,96.959999
2013-01-17,47928.0,97.589996
2013-01-18,48194.0,97.169998
2013-01-21,4795.0,97.339996
2013-01-22,48286.0,95.970001
2013-01-23,48227.0,96.660004
2013-01-24,47812.0,94.720001
2013-01-25,47344.0,92.959999
2013-01-28,47012.0,93.230003
2013-01-29,47051.0,91.919998
2013-01-30,47002.0,92.720001
2013-01-31,46702.0,92.889999
2013-02-01,46571.0,91.760002
2013-02-04,46123.0,90.709999
2013-02-05,45632.0,90.230003
2013-02-06,46384.0,90.830002
2013-02-07,46521.0,90.419998
2013-02-08,46185.0,91.419998
2013-02-11,4639.0,91.830002
2013-02-12,46946.0,91.940002
2013-02-13,46697.0,92.620003
2013-02-14,47434.0,92.510002
2013-02-15,47816.0,93.150002
2013-02-18,47615.0,93.260002
2013-02-19,47611.0,93.800003
2013-02-20,47944.0,92.089996
2013-02-21,47066.0,93.400002
2013-02-22,47062.0,92.330002
2013-02-25,46966.0,93.720001
2013-02-26,46271.0,94.750000
2013-02-27,46283.0,96.180000
2013-02-28,46575.0,96.680000
2013-03-01,4639.0,0
2013-03-04,46237.0,97.360001
2013-03-05,46661.0,97.000000
2013-03-06,46979.0,96.930000
2013-03-07,47047.0,94.500000
2013-03-08,47049.0,93.360001
2013-03-11,46943.0,93.019997
2013-03-12,46485.0,93.489998
2013-03-13,45867.0,93.959999
2013-03-14,46521.0,94.559998
2013-03-15,46865.0,93.489998
2013-03-18,46158.0,90.949997
2013-03-19,46214.0,87.419998
2013-03-20,4663.0,88.800003
2013-03-21,47171.0,86.389999
2013-03-22,47484.0,88.370003
2013-03-25,46531.0,87.959999
2013-03-26,4671.0,89.279999
2013-03-27,46695.0,89.599998
2013-03-28,46889.0,91.580002
2013-03-29,4715.0,93.239998
2013-04-01,46997.0,92.699997
2013-04-02,46157.0,94.419998
2013-04-03,46271.0,93.080002
2013-04-04,45887.0,91.000000
2013-04-05,45781.0,93.989998
2013-04-08,46149.0,95.580002
2013-04-09,47906.0,95.790001
2013-04-10,49219.0,95.559998
2013-04-11,49943.0,96.599998
2013-04-12,51713.0,96.160004
2013-04-15,52181.0,95.760002
2013-04-16,519.0,94.930000
2013-04-17,5067.0,94.129997
2013-04-18,49964.0,94.339996
2013-04-19,50765.0,95.150002
2013-04-22,50804.0,95.930000
2013-04-23,51322.0,96.699997
2013-04-24,5203.0,95.900002
2013-04-25,5221.0,94.180000
2013-04-26,5215.0,94.370003
2013-04-29,52955.0,93.889999
2013-04-30,536.0,95.050003
2013-05-01,53798.0,92.889999
2013-05-02,53698.0,93.639999
2013-05-03,53696.0,91.730003
2013-05-06,54009.0,93.349998
2013-05-07,54342.0,93.860001
2013-05-08,55293.0,93.699997
2013-05-09,55015.0,94.720001
2013-05-10,55356.0,96.089996
2013-05-13,55657.0,95.760002
2013-05-14,56626.0,94.889999
2013-05-15,56878.0,95.769997
2013-05-16,57142.0,96.639999
2013-05-17,57048.0,97.849998
2013-05-20,58574.0,97.930000
2013-05-21,58868.0,98.589996
2013-05-22,57489.0,98.019997
2013-05-23,55843.0,94.959999
2013-05-24,56945.0,93.849998
2013-05-27,56722.0,95.019997
2013-05-28,56645.0,95.169998
2013-05-29,58151.0,95.519997
2013-05-30,57887.0,96.809998
2013-05-31,56895.0,96.580002
2013-06-03,56926.0,98.059998
2013-06-04,56871.0,0
2013-06-05,55829.0,101.089996
2013-06-06,55132.0,103.949997
2013-06-07,55264.0,103.000000
2013-06-10,56266.0,104.570000
2013-06-11,55493.0,106.150002
2013-06-12,55598.0,104.580002
2013-06-13,55352.0,106.050003
2013-06-14,55669.0,106.440002
2013-06-17,57265.0,105.779999
2013-06-18,57365.0,106.559998
2013-06-19,57061.0,108.120003
2013-06-20,54741.0,108.339996
2013-06-21,54563.0,107.000000
2013-06-24,53257.0,107.360001
2013-06-25,53092.0,105.370003
2013-06-26,54418.0,105.559998
2013-06-27,55255.0,104.610001
2013-06-28,55496.0,104.519997
2013-07-01,55587.0,103.150002
2013-07-02,55818.0,105.260002
2013-07-03,55124.0,107.800003
2013-07-04,55548.0,106.839996
2013-07-05,55746.0,106.480003
2013-07-08,56117.0,105.680000
2013-07-09,56539.0,104.180000
2013-07-10,56666.0,103.870003
2013-07-11,5797.0,105.839996
2013-07-12,57598.0,106.150002
2013-07-15,58515.0,106.540001
2013-07-16,59164.0,106.980003
2013-07-17,5898.0,107.180000
2013-07-18,59122.0,107.779999
2013-07-19,59415.0,106.930000
2013-07-22,60213.0,105.180000
2013-07-23,60304.0,103.879997
2013-07-24,60556.0,105.220001
2013-07-25,60097.0,106.910004
2013-07-26,59773.0,106.139999
2013-07-29,59118.0,109.220001
2013-07-30,59873.0,109.529999
2013-07-31,59364.0,108.169998
2013-08-01,60248.0,107.070000
2013-08-02,61102.0,108.440002
2013-08-05,6143.0,107.589996
2013-08-06,61368.0,108.519997
2013-08-07,59673.0,110.279999
2013-08-08,60141.0,108.919998
2013-08-09,60399.0,107.360001
2013-08-12,60698.0,107.769997
2013-08-13,60386.0,108.639999
2013-08-14,60583.0,107.500000
2013-08-15,59667.0,106.220001
2013-08-16,59692.0,105.529999
2013-08-19,58255.0,108.220001
2013-08-20,58122.0,106.370003
2013-08-21,57695.0,104.889999
2013-08-22,5814.0,103.440002
2013-08-23,5876.0,103.410004
2013-08-26,58228.0,102.300003
2013-08-27,57181.0,102.910004
2013-08-28,56567.0,102.459999
2013-08-29,56699.0,102.309998
2013-08-30,5697.0,101.620003
2013-09-02,57204.0,103.820000
2013-09-03,58231.0,102.919998
2013-09-04,58033.0,103.449997
2013-09-05,59164.0,103.160004
2013-09-06,59676.0,103.489998
2013-09-09,59884.0,101.459999
2013-09-10,60668.0,102.940002
2013-09-11,61095.0,101.370003
2013-09-12,60651.0,102.190002
2013-09-13,60838.0,100.879997
2013-09-16,61388.0,102.129997
2013-09-17,61155.0,100.720001
2013-09-18,61683.0,100.629997
2013-09-19,62453.0,99.059998
2013-09-20,62007.0,98.120003
2013-09-23,62263.0,97.099998
2013-09-24,62316.0,97.190002
2013-09-25,62454.0,97.879997
2013-09-26,637.0,98.540001
2013-09-27,64507.0,97.769997
2013-09-30,64793.0,96.620003
2013-10-01,65799.0,96.320000
2013-10-02,66179.0,94.519997
2013-10-03,66458.0,94.470001
2013-10-04,66819.0,93.739998
2013-10-07,66232.0,94.910004
2013-10-08,66385.0,94.360001
2013-10-09,66185.0,94.449997
2013-10-10,67095.0,95.000000
2013-10-11,6752.0,93.070000
2013-10-14,67533.0,93.500000
2013-10-15,68069.0,93.889999
2013-10-16,68542.0,93.779999
2013-10-17,69375.0,93.000000
2013-10-18,70203.0,93.330002
2013-10-21,70703.0,93.730003
2013-10-22,70839.0,95.290001
2013-10-23,69595.0,94.150002
2013-10-24,6914.0,94.209999
2013-10-25,6785.0,93.500000
2013-10-28,6733.0,0
2013-10-29,67464.0,92.709999
2013-10-30,67257.0,93.860001
2013-10-31,66921.0,96.900002
2013-11-01,67066.0,97.330002
2013-11-04,68276.0,97.379997
2013-11-05,68353.0,97.660004
2013-11-06,6882.0,97.250000
2013-11-07,66728.0,98.650002
2013-11-08,6689.0,97.550003
2013-11-11,67359.0,97.580002
2013-11-12,67134.0,96.550003
2013-11-13,67287.0,97.300003
2013-11-14,68336.0,97.300003
2013-11-15,68588.0,97.690002
2013-11-18,68809.0,98.699997
2013-11-19,67585.0,99.199997
2013-11-20,67153.0,0
2013-11-21,6726.0,99.199997
2013-11-22,67001.0,99.629997
2013-11-25,66897.0,100.150002
2013-11-26,66556.0,99.250000
2013-11-27,66633.0,98.500000
2013-11-28,66737.0,95.470001
2013-11-29,66895.0,94.180000
2013-12-02,66544.0,93.599998
2013-12-03,65732.0,93.959999
2013-12-04,65448.0,92.580002
2013-12-05,65441.0,92.300003
2013-12-06,65459.0,92.830002
2013-12-09,65065.0,91.510002
2013-12-10,65342.0,92.650002
2013-12-11,64618.0,94.290001
2013-12-12,64303.0,94.169998
2013-12-13,64311.0,94.000000
2013-12-16,64523.0,95.199997
2013-12-17,64563.0,96.690002
2013-12-18,64892.0,97.370003
2013-12-19,65335.0,96.900002
2013-12-20,64544.0,95.660004
2013-12-23,6508.0,97.169998
2013-12-24,64767.0,97.419998
2013-12-25,64722.0,97.970001
2013-12-26,64945.0,97.400002
2013-12-27,66225.0,96.529999
2013-12-30,66474.0,97.669998
2013-12-31,66662.0,97.250000
2014-01-02,68125.0,97.970001
2014-01-03,6842.0,100.050003
2014-01-06,68064.0,99.970001
2014-01-07,6855.0,100.459999
2014-01-08,68728.0,100.269997
2014-01-09,68701.0,100.339996
2014-01-10,68939.0,100.320000
2014-01-13,68663.0,103.139999
2014-01-14,68606.0,103.410004
2014-01-15,6907.0,102.870003
2014-01-16,69856.0,102.290001
2014-01-17,70075.0,102.800003
2014-01-20,69843.0,102.040001
2014-01-21,69572.0,102.570000
2014-01-22,6989.0,102.150002
2014-01-23,68924.0,103.000000
2014-01-24,66859.0,104.889999
2014-01-27,65307.0,103.349998
2014-01-28,66607.0,101.040001
2014-01-29,66629.0,101.970001
2014-01-30,66669.0,102.750000
2014-01-31,67004.0,100.940002
2014-02-03,65422.0,99.480003
2014-02-04,64626.0,98.099998
2014-02-05,64342.0,98.250000
2014-02-06,65619.0,99.389999
2014-02-07,6744.0,97.970001
2014-02-10,67952.0,99.529999
2014-02-11,67886.0,100.389999
2014-02-12,6848.0,98.589996
2014-02-13,68878.0,99.489998
2014-02-14,68715.0,99.430000
2014-02-17,69155.0,99.180000
2014-02-18,69699.0,100.300003
2014-02-19,69241.0,101.339996
2014-02-20,69002.0,101.690002
2014-02-21,69662.0,101.529999
2014-02-24,70735.0,99.639999
2014-02-25,70699.0,99.290001
2014-02-26,70825.0,100.379997
2014-02-27,71943.0,100.910004
2014-02-28,72227.0,100.690002
2014-03-03,71828.0,102.349998
2014-03-04,73508.0,103.440002
2014-03-05,73389.0,103.339996
2014-03-06,74571.0,103.559998
2014-03-07,74401.0,103.599998
2014-03-10,7362.0,103.760002
2014-03-11,73858.0,103.839996
2014-03-12,73101.0,104.540001
2014-03-13,72018.0,104.360001
2014-03-14,70526.0,101.860001
2014-03-17,71032.0,101.540001
2014-03-18,71597.0,101.930000
2014-03-19,72548.0,100.489998
2014-03-20,71651.0,100.889999
2014-03-21,70932.0,100.760002
2014-03-24,70705.0,99.720001
2014-03-25,70385.0,99.169998
2014-03-26,69858.0,99.959999
2014-03-27,70775.0,99.379997
2014-03-28,711.0,99.830002
2014-03-31,71439.0,100.820000
2014-04-01,71972.0,100.269997
2014-04-02,72188.0,100.120003
2014-04-03,71136.0,100.629997
2014-04-04,70977.0,101.910004
2014-04-07,6979.0,102.029999
2014-04-08,69882.0,101.559998
2014-04-09,70561.0,102.129997
2014-04-10,69532.0,102.599998
2014-04-11,68698.0,102.959999
2014-04-14,67679.0,103.849998
2014-04-15,67011.0,103.709999
2014-04-16,6834.0,104.339996
2014-04-17,68683.0,104.139999
2014-04-18,6872.0,103.059998
2014-04-21,6895.0,103.510002
2014-04-22,70642.0,102.919998
2014-04-23,70491.0,102.440002
2014-04-24,70155.0,102.790001
2014-04-25,69185.0,102.370003
2014-04-28,67825.0,102.440002
2014-04-29,67552.0,102.779999
2014-04-30,67865.0,104.459999
2014-05-01,68115.0,104.300003
2014-05-02,68538.0,104.470001
2014-05-05,68423.0,106.839996
2014-05-06,68306.0,106.879997
2014-05-07,66845.0,106.589996
2014-05-08,66333.0,106.599998
2014-05-09,66549.0,106.110001
2014-05-12,68264.0,106.599998
2014-05-13,68178.0,107.419998
2014-05-14,68571.0,106.019997
2014-05-15,67025.0,106.139999
2014-05-16,66465.0,106.709999
2014-05-19,66637.0,105.639999
2014-05-20,66627.0,105.690002
2014-05-21,67621.0,105.440002
2014-05-22,68805.0,105.209999
2014-05-23,69472.0,0
2014-05-26,70091.0,104.059998
2014-05-27,69951.0,103.389999
2014-05-28,70031.0,103.449997
